accountId,block_num,amount
1jrf587Eku58CpUTj7VzQP72QpKGAjrDS4S7BdbB6VAbJ5y,10156864,17
13rkcZvGRCLxbtRZEHMGx3FvGGm4pLYbQq4Lojd6rqdCDTaZ,10156831,15
1WxARSUZcR6JFs59eoyFRKrRVijrvbiYd9u5JAJYwGizTBs,10156805,7
16PLkteLEMVodViqH8yZtTBgnU7x2Fao9UeZfUNaddmzkcWd,10156705,5
145Taa1eoMcufBB8TknJmxEGKGTzAhSxeB4D6yG47kosSV36,10156604,50
12LHzLBVbGZThRBESyM71vq6hpQqw9kvb8dUPowVAyqj45P7,10156590,7
13io1Uj732yXbSpYuHXrC2uKdNL1KWc9CcWCbMGoSTJDXGYL,10156573,20
1512ZbmXw18qpZ4ozTkJSbJ9bGrvFwCsUyCfcK7SJMfCY9US,10156443,20
1nHCT8umngcxhZDVXWWvLAFqk2Ku66BkHMa2GL4nWM8n1RZ,10156223,12.2
1YjzDfPjPbr7ySg2pgcqbU7gPWK45CdqmyC1vRmGaTKHU86,10156197,40
1nHnKPyhcycdtqFzTTMFRfwxt4N66znJhGk9oQWUoy5YhC4,10156165,15
172qVxPY5qbYiCuMZyFExLYuFN8DWBj5EELWJAiooBLRDEe,10156161,5
14XrC1uhdxZoYKjWjNr82PUc7ZaE2MtJsggPthmh8Dxt9XPY,10156097,52
14E9x6RMxKdFcLo6aZC985QF2yGDbiT7VZA7vVV7NnMjxRwi,10155950,15
13x6Dvbzwb8pPEnGqvamdNayD3pKvSDRUUm4SSBS4KRLDo7v,10155950,10
12Muw5RPw8DQ8sgWbbDMU8Z2c6nsY9SHhmeSpWkLCh4snLFP,10155868,5
167mUJRdKUzo5V2ZEjZdiHb2LU8j7S3ardiigP3Ctxd3iMLg,10155740,100
16PapcNQq2tTHQcD6r8jGKEQ6FLSNF9Cw2RsU2F6WJMbpTvL,10155694,10
16SAQCAi1ZsNWBcFHfDUhx57cGek5WVHGNECgb8Q18fJDNWy,10155684,100
1eDGabGwiy4yXqwzJGqcScRGtjpUtDkNNtwCrqsckZj8ufM,10155674,5
12KN4bL2RyWzKuGejz7m1QXYevWNQE2AMFQZ1rUccF7JWJEb,10155627,10
1H2TQfVXVNVVUKEnQvGmddipJQg1eC5dF3UNpc7NebksJzc,10155489,5
15ZtPFXbNigHUk8JyhZEWmwGz7TmuHYW1UmN7MxCVDAZEMgA,10155393,5
12rdSRy8upCyfNnmenJDL9uGWZiFgGxjEhH6TD8dqeeE9STq,10155344,33.1
15GYASrNrLKaB8ub8pjUbq18q5eDhmGqmyz7JSrdd2rteEFr,10155336,32
16f8J13p1HL7W7FwMPN3wYDUyiTxXVtupP5t4mvDVFL9P8Be,10155199,57.1
1ZAjPoz8wUk2mwLWcHctpSiLnsywyQEhjj7koB9tTPA4y8P,10155180,300
113HLBGfKcmqGTpWQn7n6BdYLo5snxfNtqkddScszkwwtqS,10155112,5
16AEPigAomjueaABTcBj44TQnJgPLJdRGNCCELmDbBQjeJhh,10155112,5
1WfdKuNN84wxcEytJGfybHmS6faQ7Kx94vgEUVAsbrmTHbp,10154942,5
13kyWkrBpyQanSw3zbMuwUKhoQWuqTdkJA1ph9XBvpamNkf2,10154880,15
16iKKg4U4cYtdXvvy22Q8jQPQ75mqJNa6YDnHJqQcYC4gEb8,10154797,10
15rdFFY5fGnCh4hg545sqrAaqC9VwEdGgGLgSbmn8n8vr6bL,10154779,10
134CeQdxdd2UJheQPAUN2rBAvP2NTsA7UfPEtsEqm5E71aSw,10154731,26
16GSuXmkHZPhzNpEy193ezezmGyAGmXPKnkhbQRBAcPyXZ6c,10154608,6
15kkSaGSCrU8vDbG9PwsBGRDzytJpLNrS1Fov5vUhpFWEr9U,10154479,100
15Y4MV3Pkc9W6bF78xvH5pNCSn5hoLiVpKmQAAZLzzGiByh2,10154389,20
162pRM3hRdp76SsK1ENkT2pmx1RMpD7vXwweMH4ygTh2ZV5b,10154307,5
13K8F676XUFdJ32xDHJwJ7pm2oeDrgKopvEe8th61c8CxEec,10154137,10
1Wh6TdUB2QZAU38VjjbWD4MewUeckgnyU7hm5woRndwvC5k,10154069,15
15iUa3hBTJnNCRsuGRxrhiSrVmZL5FQKRuj8Np3ZL7wEevUL,10154025,15
1GkEMeenjYqpQh21eNb1DbqSEqjQGi5Gz1MEm7hEsH6nm8Z,10153733,508
155PyPLjHUCMjbiRmdvPrU9zTfnMD3TradMyuCYtiLDkY3b5,10153654,5
12K84vzYyq9zw1fRLTfRqZFfadpXiU5gmBLvZfsVvPyRieKg,10153552,10
11249FtuHqejrMuEapjLdxdsntfyWYSnqou9bcG5m2Hkagix,10153366,207
13wnk7m3HFKveiXv9iNio7mUFWki1WWu23dkhdUMedTmDFRw,10153285,100
13GnH4dWD7CMdEKcELu6B2Yx4rR8b9d8EYCgdEAp8nPYVwMu,10153283,1800
14EPwyWL3xjHSqZLkXkft2XwoMgsdVHn95Uxx41pBozKyG4X,10153081,20
13g9eECwXPSxnFTqGvceUPxAh6hZEJZQTfeLDBJXunRqvFZq,10152969,5
16DcuQNgpNstG5FjebDNBtBy65AVgTTCk7wMZa7ziwqCFTeK,10152825,20
13pionCcxzLKhJoMnJqyEsTUjzGWbH11UBpdnb4GfRoVTaQD,10152808,100
14TB8YTqDpsCy5oHs6xGYa6vp5FhvxF5SXayoUFGgkeE7xXd,10152764,20
1nfHcP2jxBgoAH7R8CnZG3VJmiJ5MmwA9KfTdjAibUBm1G3,10152675,185.4
1uXZw3R65Tx3ymaEMyfM4PFun6WJgPTGEZuDPhpWaeSqiKd,10152607,100
138GJe7jyogSx6piR37ZmVtC8U7U1gvzaZUNaaWzhpsFWXJG,10152514,22.1
126CdX1WSpYJ1hZNfEXnz5yN4G1w8NByJzWFnVoisoMU8MAS,10152510,73
14KQNrLF6u8n6kT8CGUzpg2sYEDTSVjQcS3n7MVU3oRVgjpD,10152425,10
168NGa4v6AAHXDSexBagJ6XXdgj1PBY2uEGD9XPV9rpmYbdF,10152301,35
12Qeswt3LGWiCQRjenCATv5hVQhTvJqDLfSBFTGEj5JJoCmC,10152171,10
16coe8tdMWB5FbDYeKJYASdGzPgtHHy2SEjMXoCQ6VJWGHqW,10152015,50
14VTwepVow6o9BLE4LCBFuSqoBmEQ5tGfNxQvbtegAsxodTm,10151915,20
15pDGxUSbsbHu4Ljd2ekk7UKAy22vhbcdhU3fs5JjHgFPahu,10151911,6
14BguMf71hdryxfJApuj1n1NsyHWcuzMi7nauUs8e3zfffFp,10151848,55
168dBrwVsqU6ykkEzs6jSF2CRS8TuCnFpkNbC75Nt6A4yHXJ,10151662,50
1491Bn9sqsvagkgWCxexEPMkHR5Jk39A6kRBNA6gLvYVb1ho,10151650,20
15KHNXrd1XabqzPaXM6DjgtPu26H3moGfHhAzEapbucc4ve9,10151647,5
12eTHn2eGB4BdorJQAfdBHbtoEVAXH4yAZUVzkcPTiiHUmeN,10151528,10
14deH6pT3mLb6UFGdqCw5mG8qizAFALhMKX73UMoFynr1DfE,10151465,58
126fYbSzGZaVgCBgVLb5CQs6cBM6hCojatVcgdf85wqjj1QF,10151458,70
15rsTeVmuCPaUYyXKTKBBLKZrpH4w97jhPKocTAFRWj3SkVq,10151387,28
12bV1umn1ZC7ubAqfGw4JiQVV9xqSCgZAexKe9jMJvkBiqQY,10151095,100
14QD9ciVLStAUH5BU6ELDU2ARq3TLiDVrvLHnpJyM7kmCXDL,10150926,17
12c2NKJHuF5sFVhQv8Gv8FNSDizNGrLUTSEujLdicMa1G7yR,10150707,40
126XnNuuDSUoBg5WZLcFfLCBZdDWM43RT3Neh9YDn3TgAPNH,10150602,10
1NHBdd9PNca7hf35oUvKBS1juRrUppkHvXJMNqhPoAuXWWV,10150561,10
13NL6cwSJe58wESDNh5RBsVXqTdeKR61EXrKA9Zzy1aweAdY,10150509,10
12QUwrJNBZ2XXNDAe7PMGVQnEpXtKWnezazxqjKf1FWCXdPZ,10150481,25
14mAiJjTX9tKpaLeLqopjPjfydxQBnZHRL97XdymCikdjerc,10150443,10
12WBT9MW7mmgbqD2gMQrQZyXJXc69MPsLXWAnbvyd4E5sJaq,10150317,20
15M8zo5VJZNpUuZrtsDNCz3XuFRoMXvV1xKkpCDjFQVSGuYN,10150207,10
14QbaaGbpFUeEj1G2URK9gp2ZpvvX2brGLmP5u2HeAmF8u9c,10150188,20
1j9x645t1uuiqYGpuZLr6YZoSX1oCLuJWhd96ob2jSdsEuv,10150161,5
13KxwddqjAMjLLu1Xs4mcVXS9hZp5xtmvRva4t1Wc2vAs6Kg,10150136,5
13QxSZ14FPSwMxBEvvYWNKnnb9NiEcu8L4itVZXda81z3Trc,10150054,30
14icei1ZMoG9QtKBFDk4y1eMR756q2TREuRAi2BanJ9MJVPL,10150034,100
157u6re4wWsP17JkFAWrTWQw5BokfhT7BcMq1Av2UthnQt2o,10149995,10
15MNW742hpiWXzAchDbQNKkpDeG3h4gw1xcHXedNMwco8R8f,10149974,90
12gNMEZ1cZSntnmP7jxSUmLcgpZ1LGeEzQeyD9FpWyXw24Xm,10149954,69
15T3haGpQEEjKdDiYQVRChoFBJpWgsnGKZrEUD6ExXNLK3xn,10149912,6.8
11n6C2AcykBuWWdFvBY9pZWh5Q2zDvzwPHVmAtQE1hZ9fS1,10149801,10
11ToHahaJHdrzCaXFTy4HKvR2cdpc583cyX1eia8ZVjAGWq,10149790,15
1jfjuUfhmJuq1mJgygzYy7AUpWy5w7EsxqoA8VtjtXU1XV9,10149761,80
16XGrJkASYi2JsaVSDa3uX91v3G7EQvnQgYF2gtJsnaqUDKm,10149478,75
1CXAXukNJ24LdtCo1JWqBgcBQjAYTK49LtXdFn7G6rLVWbg,10149411,5
13gz39PcD6G1asFAHHZ8mEhmK3TiLbvHqcQEYiqPiH89Y9Qn,10149400,200
14E2ZVAfeNpNyPhuatnkU1ENaSVb2L7XgenyUSDFeT7NNRyQ,10149343,165
14dKhntDLTGhfDxRn9QPuXThGR1XGvnA6FJyDCFpSUKh6KYy,10149280,15
13jHnGhU6GUzUWNMmRKyVzUBpcm64CZMjU2vNyBiV6yS2JdQ,10149021,821
15gNKshRc83mp5B6L14v2beRoWJXDyXw4aBmvgx3YLr8ocyA,10148955,900
1Bbi8NB6fwrPkN7D4jfcapkqDDRKdhPb9u28q4YRcDc9VuE,10148940,5.25
1pCq8dyKT1gktJYwX4okVFNDwKQyLrD7jD5a6YjL2GtuZdE,10148937,100
14pLfpEwBd19A6DcNWG2oYvAUaSCQ7C3Mbk53CSe9CXS5D3h,10148918,10
12DqxdVJYyHhzerBcAsUiFocs4Tf4QLUNqCmbqsA3jPMpQdQ,10148598,25
15PnW1fBKhTktuK1AS9n2H4wuhbN3eHVvsGRpKYPahQDHNwp,10148543,25
16hUDqiXqGcAv9i2UVZgAYG3JXBKpFP6gBD9PdLUHynJcDYc,10148523,5
1HiLauvQio11biLFGXaToguz3fdKQURwVaVsuZh4BmFhvMo,10148474,22
13HEjGM8YnKgHtVBuUfysYRXrVsrtPxsBbQzh1F6yW55ibXz,10148430,7
133somrWcntaTQ1iiFaWWUSexzTXwNL7NZcrQWYFCNVHw2Yp,10148360,100
13TG7ksLeKR8GaMkWvuGvoqh7xFrp7sPR2vSxm8mWe4L5ktS,10148257,120
14mKFhW6ZLLd8L8pjmfT8ihx6rgNa1f94s5dLvP983iLhv1w,10148205,5
1652ErX2oQv8schxZgf2oW4SKMKLmnm2rwDD7yemqBHSj6yW,10148188,20
1Wokn1f2LKTpEmrNsuNUj9pjpLmFPKKKQsHfswKhvocgYeX,10148178,150
12BUk9Gvh6h58TpQyPBJGWSjceGPgTM13RJfLthTgiAeS2nb,10148178,25
13BV944pY6CiBny4e4mi4VRpr8DVdLx8CJH3Ye34hacQWVbw,10147937,127
12pzuqXjfUMy2U4F8DXP4KVWGS9tnmXoFsMdJpwAYHmwDiwB,10147909,5
155XwPToJFSuPisCuqgeh1ULCdgmaG3P99ZNJytkoT9PggnG,10147876,86.5
1k74rJygrP76x4Qb1FhbHMDq8LoQV2rGuN5DZyyVyUgNeen,10147846,5
16JriM3NFYLsyUfzvA8GLMCYa25GZne5yuCbohcpq4f7UoVZ,10147803,50
12mxu8J62xPMXj7jKZrfRKUyyTn8Q5qG8oHgYf4FH9P5XKqX,10147737,6
1CL9SKC9YdJSJ6WqJ1snNkUt8KRZHnaGtBWJcnHehvCigYC,10147721,140
12YckTqfkL9o4qrvEZZQDrVRuvbhFqcqXB79LsvSHi93Rzu6,10147705,10
13HKdofDKJQNnuG39RVsabYgyaoZaC9im29RQQ8qH2V9Z9Mw,10147698,32
15fc1MTnAq79LZvd6beEkTtCDz3LL1EnE3yX3nWX8zEccX6A,10147670,40
1bBitZDsZZvmLMKvgVS9mKu58YLwKkY8UcSWmdwfVVfQY2U,10147653,55
15Aa4nx92acsLC9Jvhzciz6QQ3w63WF6TPr2gGidHdNjryMt,10147608,5
16cerUX1buPVLim2ykHX72FTbkhzqEofSPTF5VkZrTu7zRaj,10147317,5
15iskaaV7APkDxZVWyxZ5gSb65dcyR2jKYt4iiTiRyWGWV5a,10147282,199
1pEnvAktsm4hPm2Z5YtH4PZJV6YWbABYjboo7UXPFZjNbab,10147235,50
16LrRsfiqjGgevfkFKL5fi8RuFsH23rsE8GroscMf3isBKz5,10147048,25
167TaoK93jFDC8MfP6WHJifAJH7yXaisnjJ3TmhnS47QzSnw,10146896,125
12BfoMwcrgHcM4HEPG61zuHPbmky2qJcgM6XP4aeCtEFvhm8,10146824,70
12pe5YkBhAWFGpoR487QtTaMpwHwKtRu584MZFnRTefegAxP,10146764,33.27509999
13ePeZxSR7f52XfokpLuKny1ou57kgdyyKCckCCqNAcJVLru,10146733,10
15XVDF75NixGU8AFu1GAv5Dew3a4cD1ytVAphoKnVnRGnVJH,10146532,200
1EcX8vai1X9GrR4TDKuyLiX2vGbTNQZYMxDLXVcs1ReGzxK,10146478,5.2
1x88Kfwym2k2cMKp831xCcDBwpPHUt1YjJhV5oAS16Md1ZU,10146453,5.5
116DGYtwzzV5PwTBadip14xWjAkqsfmFgkQS6AWMLjVWwCm,10146410,25
15okaVGkATkzab4zHPLvQwEjEq5ZDw7S1YLrg3gEuju6iaeY,10146350,31
16rFYvjP25GV4mzz7A5MmoPLkCBJvTJtTEXK7tWA5cPM42K,10146312,5
124FxSo2AMaC1rRHTGkdPTGj9okXBhb6tQDnXfgecB3Grn1C,10146180,9
14bFf52iY7H1fGT79z1wsCs4Lq6acuA9ndQLmb9o1jzn2XLQ,10146145,175
136jQT9vnNXREoneMybGCjgAPFhR89qF6qPLqgRofM1XoFZT,10145849,600
1HR39zZByuL5f3cQFjUJHkT7Vwdu2ZoNjPw1Dzhkx2sMtu4,10145822,1400
16aTXe43cuFCAMGhKqzXKxmUSNbBpoyuk3sa117s8BjY2Uuu,10145796,685
14s6EhQqxSxoSfiR47dTR131PSQ8ztJwp7xMUCYeiiBsaMqf,10145714,5
15zZ18R8EAwzCRZFYk5Ysx34zUzJic4VQG7MPEQahPsNT62X,10145455,15
14DCkDg3vB8jkzPcbvd7RBmjEURBipoczEqR2XQJkjR35NK9,10145390,12
13ryQA8eXirtFCgVh6M6DzyrKZAEk6BTTUpmqAayzRuEyrwG,10145366,35
16D7wzQbosbXyQAWFktMgBoxDiJcyJcbMb1zzRcJqRKDijTx,10145358,200
16GTrhEsFkDeeSRYyah8B1vSJv4Qw4J6aN5SxVWUjA3KzF1N,10145283,15
12LDpW6TAcnuvws21vHbFcixhFkeJs3BARnXHfnQuqsuEDUh,10145265,52.9
1TW9Ygr9c2gQ76EZB9qyM2infUxn7Pt8CJBNQZiZ18UXSRk,10145208,50
15Cz8tRWXiTzuLHY7sWnQLg8mhBX2v2miUS1D8VH4fKmGHSQ,10145202,50
1dxggsBXXzJaAUKHrndXWC67aNUPdy1rwouN8otooCJqpW5,10145194,50
1nrLm5LZEEHj2XGPaqMDkDSNoQZA7VH8M1ygnxdxzHENgji,10145186,265
16JWZuNAvjdsscWkCTaTKENugiiqFLAM1MmcUBtgieoA83qz,10145165,250
12WJaKBjUUeg9WkjxVCZxPqccEXVQCB9KzJnMbWk2iwhAQer,10145143,20
14d6ZHq5KEp1J1KgQUVDDGRhnUymdvvN2nkGLhWhVncpnHeQ,10145098,20
13ziW7Cjzshsbqo7Lw2bymS896ywr2Z8JvdTzt5SnN3h3Z6u,10145044,20
1evETfqRy1hMnnWUuB14Z2JvNJzegSsog37i8WytNuTgAJU,10144949,5
1128Hv5FpHjbypdDDQiykmWh1UpdhjdtCbP2roGPuYJds2ZU,10144866,5
13MewhPj6tXGiXQKiHu9yeM1wXrp48LJL5MfineZcvazEtcY,10144807,50
13W5DTv22yjkk12hqjSYgExLtazzoQNg5EpNyX2AA6B1Vsdp,10144782,5
14Fqe3bQbCYGYMtAq5su4hH6rQDRe2BNZ6P4cX7XskmtazEG,10144700,40
15GnsmUCbi2sTQZszAK7HF1jCn3MVPobLGujjivCyzRfWjqz,10144688,10
12v8nVhW3cCd3GgNby4RhLv6418wn5Fw6sf9t63YnqBECSqc,10144648,10
14d9xXYSSaCaDKkDQh1AhYWNPiXMjjHp5AgMf5xoLWZELiW5,10144628,101
1ESUGJSLqD6QQDhB5qTorbW6xwdR7inidM98rx1sjpJzBeB,10144540,7
13NadTZRmPBSM8DGPmaQ1qRdw9Lq1mw7zSLvmZCd3CPtWCL3,10144532,5
1Gmt8KJhNAhJYWVznJVebJZjZmQBP6QrhupiRJUbKDXxBTc,10144525,250
15ftSg92pg29MZxY5QmR9ryXajjTdoA8JEmnHHj2FKxaZcBX,10144502,122
12jeFovTC22YsPCa5mKovVTNKS6fBoAvgGMN2Tyc5qhj2coP,10144466,25
14oP5efXdLR8YsA5BAwZx4SjifrdesHCj57vELBrAjgfQYJM,10144457,302
14rGLWaxtDrgvqkszPDAWecz3QWHrDpbjTevgQNv5NkbzkPZ,10144369,7
131avjPAsrAv32nhFJs85i6bjh5KbQ1pR1P6t7UjjUM6T64c,10144340,50.71
1HFovrFV6npMvuzCjwRvsLqvYE4KZLShipZyqGQo2a7dLjx,10144306,100
13ogsJx5ymURDfAV1qP6Fy29oPk1QCN2NCT1tGxBfK6WDXfi,10144154,25
13GSZi8BuMF2xiXgk8V7NWBiFJSxyhoD2frfuBdrb7tue3jJ,10144096,10
13zhLFsBhBpbr6nYgYevjfg8kJw9wJtd6EXmtvAhLB6WPCFa,10144034,20
15E4HqnT29fYWFs5TscQ3iaPLejpHLg4daqSPwqKe7XVBKuC,10144022,896
13b6xQytwZWTtvLAx1x4pAKJJKmPk78nLMJDoaUwbQWfLzQV,10144021,10
12WZenH6iiHrzkT1fNixeobrDLfGyAG5y5qFp1GfnerWF882,10144002,10
12EpibCn8bsV5vh9ii7TcFqHnHB6QDGFecXUtxMDD3M7dZUy,10143963,25
14N1FeBJdUryJZYBYR91KSnjkGyRqi7PG1LqLaT6EtN3qv8z,10143929,30
12F5J7SUKwCMc6VhmPx2dSbh5KVcSahnYChjDhativGSEjRw,10143888,20
12H2r38NVSr42P2mNRRnZsgyiuxwjTvGNKgowuqBQMayvkga,10143873,31
13DpKMxsSTTrLseZrnvyswGKSUFCqPnB9yDVcvWo7DcSWGUh,10143828,20
14YL9ciFTu3dyCTRxG1ZNXEoAroURHNX1sEy4Zi2iZZfiQmH,10143729,5
13WSYkyncfuJtBvqMZNrSjUR81n38dHSgrrpLXjVG15J744n,10143661,200
14rdNikVsfgS8NqyF5oZ9rBPxu4yCXNyqq8J8YupGTegySZo,10143585,19
163Mdxh5mPewN8zDA7XSXeLG1dxqUbfS8QLGx35kchpVn7za,10143460,27
13YM6CEgSsLBJA5k5BGoky6wutfan9Sk3jXTYJhAh6DSVVoA,10143393,7996
1EdxFmSWfztpSzvpbZ3HnZGF1qTk72nv4BQJbfK2u83NRgc,10143378,100
13j8eyqWHx8HWpfh93PvAV7Lo4VXErkFpocux4h7ofkMWgCp,10143358,100
12Qg596EhYJ425j2rxFJyEq6tG8giw7ck1YQDwFZ132L25gY,10143356,100
14V7u4SFr695sQtvubZd9SJfqxDL1HBWEt7cD9ymhmVkYZTK,10143273,45
12EVMFYSTCj8Uzq8Qsy9WAr4CEYEVyoWeRc168o11FDjSQeQ,10143185,108
14s1o6nqVk3qjhFFYbzxNG7sCch5koxQ9jE2KXm58WPZZtSb,10142878,5
18taJEqtkVD47V1xkrbzbEQKGYFyKG3Kd72xmozdgXnNZLY,10142753,8
13EFG9uJWD9gii6Nz4Kx83dwYCUdbQWNUyBm8SpLe72X6vWz,10142749,35
15556wSmzdJeMBEmXdNfWRuza5CQpgpaDs37tuWdEuDWxmDB,10142741,16
15ViWFsCAYVkQhNMXhLZix1MhseLxWPYmdyUo64ARFLvbfQV,10142739,15
13fif5yxxh4P5poVjarPjxjGnjEMsRXmQqMtaQHxd5XRZKWk,10142727,6
14Kji4gGxw2jTWGTHKewR5RXbS9uB5SMNZHJvQHdwnEZdYxc,10142493,15
13QhhUHZGShfC7o6tXFUxReTb1JYgru28B1DF1TGwdjV4qZt,10142467,15000
16VPHHB6YjLrbCBN638yZzBP9prcBriWATpjcBsXEwL2ERcZ,10142431,40
1LYRyX5NQNsvFjEGdaVKkm4ZxXP6fYqESFhAjozH74w2uq9,10142414,30
12Que9exniuggLNQ97cvZNK3486kjDrr4yhaHRADbhu1o6Yn,10142300,56
16MGDd2Dh26aHrDe4sa1a2GHX8odRwb5B22TMV1xDCKj53pj,10142253,20
1BaEdwheRcNAVirGh716zEKC1ogX1Cd3SyC9j7JfzBDDCSE,10142237,5
15QgKTX4or5Gx2NEkkznHzgwJ7M55dKmLVR6g9ff4yr2u1eE,10142202,25
15aPdxSnxz7uG31rJvewBUJWSVUC35YxEsmR9ztaK9c3bEL8,10142195,15
12K7ZeqNENULmmXRt8GBRDHxBZVV82abgiVwKkwKUgnJdf31,10142190,295
14SzfNWDnAUENBZiFSHJQD8AmrjVNXQoMrLdDHdZnzHQck5z,10142156,130
14SLfFJpiC7uDFGjVXdMvJd5buoRoxR632dxcG19s3gbeLTz,10141991,50
143g2bMxZWh91o5xC5LYdup7upP61EudNN11hGsoTjAqgYyw,10141985,11
13XyjGwFpY3ZVeXVdmByrqSAWAevwrjJnA76RjqbAvowCiQY,10141902,15
16JWF7H8p7rLLuPDfduKakoGA5TgxAyEpfe96Ywk67Bm3YJX,10141852,15
15N3ezqq4BqGTbdBa17TEECR6Kj691NkWDhFtDfQSiMKhg92,10141762,10
14VLeFsmVamcPYEiyMpP7e2UwFX9QKuJK1MsvU7oq43pinx2,10141760,5
13Z26YuZad5PpWqkQMwXii7vdnXV856T9Mpw2czVcM8WXaf2,10141737,1000
13My2rPWo4v2e1vXzS1EpUbSBcnUr3VsfDHZdEQMfXJGB926,10141715,16.2867
121FUYeqTzDpavTv6UXVTWRRVwoUNfGyEYB7Qy7uKTssMxnD,10141643,15
15AmeYRHtsEsfAgq98YgrcpwETtfjEx65tBw3sy2PzrYEMzA,10141637,1000
167vwKKdo2N28gr7UHaaKu3JsMBsJkzW2Zg73YmRHSXWCkM5,10141568,7
163HEkq2bNA7gLUV1nrE9irmDVMvpr3iTtDKhZ7JLqwNv67s,10141545,5
1vcMYqkm2WQDvnRV2VFewbvex4r4uj4Q79ysyv5DmPWq2de,10141420,5
16dAv2ZqEvaeYEju8yKnerBB9ZbYBprfr53uYBRD9x2GeD8C,10141395,200
12gydAbcnjFmTBMaTrAHviUQXqjUPBAUx83JXPVNmEoj1VSd,10141368,100
14oHUTSCs6iTox2FAgnDm7AQcGamvg7uKyahyytk7VjzWs1j,10141364,500
165vxR447X5kqV3Ge78uxzTXhRPMffr2HpN49h468htbm4KY,10141313,75
13gGU39doNgzRBQoskBo5VDxmPRtAEQVHc5R4mu4zfiUQ5SJ,10141247,50
1C1C8fan8dCYGGdMy5ThMUxS9CDFjfXmx1i9ehD6MeUeJkM,10141213,64
16VGUwDRMKZuFSxiy9mXGs2LsH3TjdeUjvbJP7ykCeC4GUza,10141138,20
13VGbT9ePTiZtMs9STNq8TUyJyF2djkMaN1uq255YBsztSDS,10141072,5.1
148RchFZ35rHBuAQNM1tSv8TDgTM7LKwnC5rDnUTqv3vVVtk,10141070,2217
1uXoHYkEDX9Ccp1ctKsNnfjY2WXnCNUVzDJZzxF9MXc6JVB,10141016,5
13QmocMuySsFxbcBo8eDGrmBxkDV3QtmLp2tofphfsfcWpDY,10141006,200
1e8Bruyyr5kZg7cbY639yn45zL8KCMBtXLvCwpiWKK9Mfpz,10140990,10
136pZrt6ZrobyZoz678ssZekQdusx6mpkS7oGf28xHbHs9HZ,10140871,11
1399Jvc57hLZt3QXog4f36cSphNoDAeWQM9okXPVAsoFyS6J,10140858,20
15PjMjvsWmCb3CYNRdeeXqLcaaGSMoUaXoeZjBbPwuAaEi54,10140802,70
14ami7JXkN69zTdRM9PBBtPzkBZduF74eQuwUhJnkLQdgsXM,10140712,33
123qfN2TdCKWL9TKbGqKQWQoVKLJbC8e6bMCnNxzCisUQxSD,10140661,15
14zaKtfkhdE56TySz4DzCb5Hp1JxyJyffthrDVVSPj5vA6bm,10140656,5
13N2WroQ4PjPyWUGAWwS3CUiJVP33hqgYFmT9dK8HePC1HWp,10140598,11
13W6gUKA4DQERokXxTyuQE6qWpPW2ZhtA6GZPfhU32bTcPZN,10140492,10
1Kgg6DFmChLpcHJecVf4XLwmkk2WYaSsrbajuT1RfkAv6np,10140417,20
124Kc8nkAYkafebpMuNrrpgt6vR6bdAbkcV1LVYvbSGC1gCM,10140363,10
14arHia9jsedckqTgBNFCZ1KUbNu9WdqLmHV47jbXKL3qAwS,10140297,10
139C45qTxDuJTjawTUZWVRf7ZBfwmv41dVPT7RvLcctzdtxY,10140286,10
12goNtyfN6QCwrN1WjmEAB3ahaGKdJiKNQcNCgj4DjVwyW7Y,10140246,80
1s8oQFxzBUPDhApZ6rqwa7ait3NgSMyFVTq2q8PyZ37524T,10140054,10
12eNcduMBJ3SNWG6dpzgztMutMtiTvfPNakbXNQ4vdjKbKZT,10139980,9000
14BPJD7paxF4HsUjXw8vZkjU4NpUFTRxgRKubkSKcgKAyNGH,10139976,50
16ciywQN4k2bfTZfkNepTYdD1jFK3nfN71rg89LnzKhZMXC5,10139936,9
16m12k8XXvsWo7jdQTWPQUggQ9t5yKESPMPi6jxjsxnYw2PQ,10139922,5
13muHaGGG1TaCrPakZZzFLv4KyW9yWjPfpGm634L5MewMixr,10139867,41
15APi1pjpjpsnAsWduULz26B6mwAJ5ARGtAhEgEjHqiAVhLN,10139863,5
126Z4ZQtg449CPLw1HgpKxpJ4hd9ZMzMwcSsTCi8ijwmpKna,10139842,157.5
14uUCKLh1U89oJJ3hCqLWZe4W6YQpdyM3D6ndjdAgWUKKosj,10139831,25
14rsNjM16SxPHdJUUVMk47zDL3ZTUZYiqMN8kHRgWB6ttjXb,10139713,35
16eoGytTLSq9psdrLk2CYwkEXGz6E8Qs68spEoWU4VmVwK3v,10139698,50
13xVhk7UH8ovCU8MFYtPv11Q7yooz2GPFMUEaE9Jy3U3zHkU,10139689,8
15JFvTFoikxrUMXzrSKjSqw7gzirg7w5ewzXNErySU2u6uDw,10139678,1142.8353
16JWmKXmjjcqhjvH82Cxpt6hR4TU5AMY86QyXmc6Yk4iXU7Y,10139669,100
14GEKswTWrjKTQCLT4FkTB2mtKZKwGETLv9dexLnF37yT3j5,10139624,70
14d22fNDkJaffz4L2P9YAekYUWY3WEBNmscV6Ad57z5GXRcG,10139613,128
1jDWbfV81JvbPF8tJtLHBiDF16HV1SqMfBfH5NZR7eRasFq,10139579,46
12zTrREZxCikQtkWacWsUcvwmnVPzRkBMpmCiELRczH1z5Bu,10139575,20
