AccountId,Amount
14bQ4efNQConBmkRrn8aLiDVY146C1PjzPQJeEbmmPJJQLFf,775.00
14bZ6kkP8zarWDyWJ2MRiC4NoiXjatdEHPCZnRyQtJzfojY,50.00
14dT4zpsps949HvYXFrwACXVvj8eNBaQwaCBGkgmCoFFbN8J,100.00
14eK5wD1mj2C7YnxUio8DnoVwhPrutynhkuBbzWf3Gm93fU,25.00
14fVqrfBjLHzdbo227hSAxugcSB2rhy7GPQfaLBjErm98U4G,21.42
14fjbXnr8ykrZpge3vsCtrbbLyVy3EGG4tDzoSeYhcnWkU6S,5.00
14fxwFzab6NXvciY2YTpyNpxQXReSovvMWqZ8Wqv8e59NAoR,30.00
14gUgN2wge53t1enuwFtgUZv65mhWi2ejvsjGPPJQrg8s39F,52.89
14iUHEbnioU95teUV3s8ZTDwWArWaYX5MzACoKXz8jcUEqFH,50.00
14ir6JhCLquakPVMSCPqgCHCVTk2G2VNpu1QHxTcLtU4HiiB,15.00
14jJb6TyfuSAu4PRDXXTK1Ahwf55Zmavqc5TRDmPmYhgvZo,110.00
14ktqkGhs3y8uj7qKLw92Aj6XasBLP22wUY3TG98ixM6C6Ww,12.26
14mQbBsedKWp5DAsU7BpCaNqNdTSC5tcr9iSeUZcn34QVSat,110.00
14mYPBPqVQJHgij1m4aFnyF8kmYKyexgKJNWr7A81kdDd6RZ,105.00
14rxrsBgBFuYzTJpE6iDeehPWRGKcgXkaC32xgCJeFMCVWJr,5.23
14sANKW5KWgKiUdpGwwmVpxCnartnCCCx5LLrEvUpGtqo5Cf,365.00
14tmwJ8tufo4y62EwDG25urwphwTCs19gaDVwgpeZ8GZSBR3,5.00
14twEFyK8vEUdCov4ZaLqoxpo2GDiAUmTLbhADTic1WjeJSH,100.00
14u4kFPkoWM9rjtXjkY2zGZdWPAt9wBZGiYP8wMqpwLkLu1m,36.00
14u4vTMQaQz12i4QcAGz5NNVCjEmYpTqdjU1DBbvVB9Bipwy,5.00
14vuinxbDekjaBNKRM4HtR5aCyaveWXMCZaLG9kCtAtz8RhP,57.00
14wnPmDZtBk2AZZDPkLaJYUrwedYp5hR8GWGeV2vkvEVWC21,26.00
14wqYcJxV4zcYNNeHwSPFE1PgG9RLaHfwo5DjW1bUz6wKhZJ,108.38
14zWYXfJaWVc1t5tQuRCWPfsqUiCQot5pdvpRigmDheEJv8y,50.00
14zgR3x2AXeZvTY1nCyAn3L8eZwPPBErGNY8Pw2jcvj3RpzT,449.88
156Auvd4psUjHVJptBz1yXZstXQv1nYoGFQ747jk3Q8i2Qg4,15.00
157Vvmio7cMtJN3UiFWnf4hj5bwkZrbuqNfjn5Wd2seTQKfM,112.00
157ftPWAAaSNMFhNehKHiRUKiiP6FBGdNRd5sn5ytwBuW6pR,25.00
158Vye4rbS3oDDv2mbbe5BoevWaKHbYh2VoHaUQLMtgiTcYA,5.00
15AHubFYEwN2w95MdcnhnKC8eUjGPKST3CkaZp2aG8u1hhZR,10.00
15BDwPfG5UnTgneTGVn8umScVxMufPmoToFzoRie5gjEYMGE,28.00
15BL1Lw1HwdepxeSQ2Q8R1SXsxz6qRkLbASnHYCvFC3zbNXA,20.00
15BXmUNYcbDo62bjNY8tFbVTAxeVtkX6fSrMt9h3xzA1nPTh,5.00
15DMRvTrPTRMQa8ychRPfN3pRKQ4MBoTQgJRqWUAcWx3QGcr,50.00
15DUU7spuNmB6Ksk3tcC7PiyqxP8dsBwNUFLsXxbvKc363jm,33.79
15FwHfAk2Yd5w1pP3mMGFfSswHhWyPdKFqbprgjz5LJQqBqr,5.00
15Ghd7dbSkZjhdB54Lw2VQYqCuKy5p7seLLExKstxCHq9AuF,5.00
15KFNQfovBvmjtjac5Kv9ghyJv2c8BBVxDSgGhUxRMTJnN81,200.00
15PJkwvLfZBFM99AScg8BeCfUKmY3jv2FVcX1Fwh1bRRjQjw,15.75
15Pti2eZRhJGVXoSHZL5GzJXCH68RYT9hwrSM4hSUYQiM7iy,23.50
15Q7FgN9b6k7fzA7D6dieBUUDz9FotnVY8cLHqNXKHP8xddh,10.00
15T4313XLRFr3EyUHrMdoZuSi6jiPuUrsVwDnUzUJk64W1bQ,5.00
15TCkEWKEMB6hETLEvH78VWr5J9t3sZgt7HbQpyPAS3UTQTJ,30.00
15VY44qZsz7e3YSmXMXAkpZ2qjoCE9RSM6sh3nY7g79cyWJC,101.34
15azTqBz397iTTxeg8FGghtc1ejYKoMhEJ3XronJxpNZD6hp,29.98
15b2KuUj1RGMoGapKQKDeeT2TiYqqJsGDDaNnHgmm9LBJb3G,98.16
15dT3pP6thudeZzS56D7ajevwiEREmqMBA1Nm5NGwp6pxbME,30.00
15gHgPEABzjTceNsrY5shqYyhxnqhHeMN4uYwJWcW5qiA4qi,5.00
15gJZFJb7Gm8hPFR12Q7djCKX5rPv8SmJP61zdkc2S1o4n8g,55.20
15gNtr7ucv6Tr8dPiu1Eb43ke5zFLSqiiG9AgSRHuz32C1fe,10.00
15huCaFT1d1GTjaDU5u3fbR4LtAm7M9443EsgeUYtybxyQB2,5.00
15i49jSJVH3Z48DKgbiv2uauVXuWkTZqmcF1kUWGy6VWKx1X,10.00
15iG9QvkjaN21MNnQz3gCfzpgsv8wF9rizzYjHj2RhLBgWGf,100.00
15irjGzKAMswQG2RgYMXHRvJ8roQnQpuTt8pfRhP4SRMuDwV,10.00
15m5s1dFbbkroCZ7K34URmC1KcQxNWprrXb4qsiPCpAVW7Sd,400.00
15mRE96ER4m1Ck7pyx7rgqqv8o3kCYx7TrJTdMnqPwknLcEy,8.50
15oEPUxkXnn1rH5wsNSXSmc7vtLfjZX2tiuQcsVXWFCQ1d6g,"1,149.00"
15oPWUurh95ruTYQcJ8twipXrCy2Zc8YGyCMubCCJhwn3Lrf,50.00
15oY3WXgpB6JxY1KdPuN64rVEV98otkDUWMjk1g38NyxQzUL,234.00
15oe8NmmSjDEHAhmJh7QLLKdZqhukwfcaJDZzx4GwqBTQrjn,5.00
15p8ddxwG1jjWJfG56cnXdv7hcwoMziQdUZpvqRgEq1Gq6rH,5.00
15r2hzD3FYvFs8bpPcHpRkUA8ceHQe6C7PrUPoatZTdQe6Bc,5.40
15tNiELk4fyWAWet2xuJjKzwh4w81fsEhTHDsViXcCTBzYYv,10.00
15tmpmqvCbNH6KqwfpJuHg1B31AydqkjyfWGYFd7kDGQSeGx,31.00
15tnVLUCejdh7yZdAqteXyvAV41GMorfhRV8ic66ZTcNcx1T,135.81
15u3KEA7mugxnw515q5y1ZKYdV3kUTVUdgomVvMUf2AjfUHe,5.00
15vqegskZjZbWfcUi1wvY9Sv5yoVgbhCUUgv7Uy6o1HFcVVw,10.00
15wZpV5H8GsvQpaYvsn5nzH6rsxoWG3bSx2Uqn2z2Jrx4D9y,10.00
15wcpWBRwGey3RYUxUbU4EDY7rSPZ2ZzNhnJ75Ckgkit2bVh,8.20
15yfqh4aGWmK3RZ18Y8Sc3F5jBXSsbaqH416d8y5NS8fNCGf,20.00
15zdJtLsY9apL7xabyyrKQhJdpGZ8nBRQpBzCGTDwaL9rFPb,75.00
162ib7i2aJduQvUMM5VKP4hX5LPFhSUQpihYY5Bt82CWu7cg,11.00
168aZbFrsho1sk8B8DuDhfv4uppbfToSTCTG2J9BFyM1b6M5,20.00
16AuMmeC68ecGMKXUW5qLu9FmGAJAmCkxWA1bf4hwixPXMRi,25.50
16Ck8ULqghdpS9EE4E5frtrtixMKsdMGoWAXfWpntMT1AWHz,35.00
16CkcapegmMfajj4jNg816iVeyrxhFs1cQRdsxWRXmLwnFz6,5.00
16Csjz9kKHnMExKUbCS19whBqL1TBtCvbivK1xJeNCvM7NTZ,105.00
16DY9EyZcm6S5aJd1oXd59aqzEqDsjbsXMt759R169bNuTaS,30.00
16FReAVrt6TonCSQD3YH517PdFxd5LFdjBjfqw8nXxToLvMb,10.00
16GMMJSDh4HPBCzAVLnPijU8GKDGZMTRStMdp8tNUmBtJ6Ud,65.00
16LbAMA3T6mZahfoyKyUhWSxDQfSq3i3ikdoHBp7mHeEXNxG,8.09
16LzN9rUQQoNFwb8jQeX8HjUUiuMZTsGtqk68Q5hhcSSdVdg,15.00
16MDVbsZRTTMEsd3icio6HpWuBzryfd9KC4rBeXquHh1gJPz,10.00
16P8tda9S983n3PovRT77mFxfzsHHksAEtpi3Km1Nce667fX,150.00
16QKMc3yDYSYjefXFdEAb78ittUZBTLHpuZ4U97pccTP918u,188.48
16VBfW74qmw7WfR7QYUKqGdTm5H4A4o6KYkWrBSjZyZfou54,100.00
16VTW9hJZJrxAvtrF7iFdSQmpFpSn4MyY9tiFoBPPSdRCWkP,5.00
16X71FgEi3ETqoZZ66FZWFDqoe2qEEazgybpsTgr6kHkecwJ,500.00
16XULZ4K8zBvXtUh7EwwxwCC3es6rxTLA5um9MiEEL8dvw4c,102.69
16Xa39CQh5utzw5g9hqKeP95SzpmEX7LQw5izix7zGd6r4fe,999.89
16aBJu1BMQge6U1uZtukeie3YEiCyqTzHkXpbyDpG7KrvM7g,10.00
16cPSfiMUnvk6yaqME3YSA8UnDkum17udMBL6xnxSNHy8pze,23.00
16cbLMJGtEZPiJnoQdaH1SGXYYf9CJybao8Sr7mpGedbi7c9,100.00
16cwVFC3QF6mq2HGp7Vj3oFFN3279FWFhw38kH3xTqU1DvZx,"1,810.00"
16dCz7TLTqwG28wVgdCiU2nvYJ4tbRSk2NUjNEmwLF9wkCfR,5.10
16fKCEhs3SwDbhVeHcffqWXFS4Yeh9mDKpGHbajjSSnBjT6z,5.00
16fdNvn3eD9JqSi6ABmKciYLXqbGuvSv8QWoQvDeKq2Juynj,13.00
16how9UNRksELtGhVGYAxfxc8KfNWuN2T1xAYyvQr7saxNkf,5.00
16iKJeCYmECtJtDiUAZMoTb9KubYtpRCLPqPV5nD6CjkKEtv,5.00
16iMCYLqZYCsSp7Bn6a87mJpyM597KJEc9UpDWowQXccwK11,103.00
16iMDEGUYmHyxr8ShXQRKnPGssf78GeeuEz13B71sbzQr4tb,5.00
16kEgXp4Uph4vjMPitwnG7d3W8YfDmrHwo7qrsvhG9ByCCim,5.00
16m2D9vH491UJhhPV49EDACpbmJogLL7jpf2hkKhECaZtTeq,100.00
19iGDmDihP6WxCXqUQpZwGfbNq6oRqdT7qZMNoDtHx5syFE,20.00
1A5a6w9q4TNFKWdgVckMC65gsZgNUcsAVYfTjWU311FtnB7,5.00
1CDTs83GrViMyHRnLnWon7SSvVwXfDxFmMMu6s1DHwKh2W9,5.00
1CPfsHHri9uJLANfz7UwTYNgD8kLqH9vvCxCPBn5GcaUfdj,20.00
1CTbeXK7f7V3CmFqYTEqwRaFdpdSHbHG2gZnc94unJ6zdwT,217.41
1E8e2s4N2ip4JewrmxPMnMZEqk8srvTw364CAUHHhg3sQ9S,103.68
